,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
7557,7557,4.0,0.2694,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'seat', 'leg', 'room', 'sleep', 'hour', 'seat', 'issue', 'people', 'emirate', 'business', 'class', 'spot']"
7558,7558,3.0,0.3352,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['flight', 'galley', 'ton', 'noise', 'sleep']"
7559,7559,4.0,0.3577,"row, leg, room, window, plane, space, exit, side, front, door","['business', 'class', 'seat', 'space', 'comfort', 'bit', 'privacy', 'entertainment_system']"
7560,7560,4.0,0.3682,"row, leg, room, window, plane, space, exit, side, front, door","['leg', 'room', 'toilet', 'bulkhead', 'seat', 'stair', 'drawback', 'seat', 'stair', 'row', 'front', 'row', 'seat', 'aisle', 'passenger', 'toilet', 'plane', 'stairght', 'seat', 'ailse', 'side', 'spart', 'plane', 'bassinet', 'wall', 'baby', 'aisle']"
7561,7561,4.0,0.2794,"row, leg, room, window, plane, space, exit, side, front, door","['service', 'class']"
7562,7562,4.0,0.3209,"row, leg, room, window, plane, space, exit, side, front, door",[]
7563,7563,3.0,0.3164,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'seat', 'exit', 'row', 'other', 'economy', 'class', 'seat', 'tv', 'taxi', 'landing', 'combination', 'exit', 'row', 'seat', 'seat', 'seat', 'row', 'seat', 'aisle', 'tv', 'space', 'side', 'plane', 'economy', 'class', 'seat', 'plane', 'cdg', 'immigration', 'passenger', 'flight', 'go', 'agent', 'plane', 'hour', 'immigration', 'storage', 'seat', 'storage', 'cabin', 'crew', 'storage', 'store', 'row', 'row', 'plane', 'lavatory', 'traffic', 'meal', 'time', 'leg', 'time', 'people', 'front', 'seat', 'people', 'foot', 'food', 'food', 'food', 'plate', 'lot', 'airline', 'feed', 'business', 'class', 'quietness', 'plane', 'hour', 'hour', 'opinion', 'crew', 'flight', 'emirate', 'crew', 'member', 'issue', 'flight', 'crew', 'member']"
7564,7564,3.0,0.3693,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['economy', 'seat', 'leg', 'room', 'issue', 'galley', 'flight']"
7565,7565,1.0,0.3627,"class, business, service, airline, food, seating, bed, experience, year, trip","['business', 'class', 'time', 'airline', 'favoutite', 'business', 'class', 'economy', 'seat', 'business', 'section', 'window', 'locality', 'footfall', 'toliet', 'plane', 'exception', 'crew', 'flight', 'keep', 'time', 'food', 'ok', 'flight', 'business', 'lounge', 'seat', 'comfort', 'seat', 'mattress', 'airline', 'fly', 'price', 'structure', 'flight', 'return']"
7566,7566,3.0,0.2811,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['family', 'child', 'economy', 'compartment', 'coincidence', 'future']"
7567,7567,4.0,0.3089,"row, leg, room, window, plane, space, exit, side, front, door","['love', 'class', 'cabin', 'leg', 'space', 'rest', 'people']"
7568,7568,4.0,0.2626,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'purser', 'office', 'staff', 'flight']"
7569,7569,4.0,0.3546,"row, leg, room, window, plane, space, exit, side, front, door","['business', 'class', 'seat', 'seat', 'seat', 'seat', 'window', 'consule', 'bulkhead', 'privacy', 'window', 'business', 'seat', 'bar', 'seat', 'side', 'plane', 'fiancee']"
7570,7570,4.0,0.3247,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'galley', 'daytime', 'flight', 'flight', 'usb', 'power_outlet']"
7571,7571,3.0,0.4746,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['legroom', 'proximity', 'galley', 'crew', 'storage', 'cupboard', 'baby', 'noise']"
7572,7572,4.0,0.341,"row, leg, room, window, plane, space, exit, side, front, door","['foot', 'flight', 'draught', 'leg', 'door', 'pity', 'crew', 'thank', 'meal', 'tray']"
7573,7573,4.0,0.312,"row, leg, room, window, plane, space, exit, side, front, door","['return', 'leg', 'year', 'seat', 'room', 'service', 'food', 'window', 'aisle', 'hae', 'seat', 'trip', 'syd', 'week']"
7574,7574,4.0,0.3046,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'fine', 'business', 'class', 'ticket', 'seat']"
7575,7575,4.0,0.3577,"row, leg, room, window, plane, space, exit, side, front, door","['amount', 'space', 'economy', 'seat', 'flight', 'device', 'economy', 'plane']"
7576,7576,4.0,0.2794,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'business', 'meal']"
7577,7577,3.0,0.3095,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['jet', 'row', 'curtain', 'leading', 'class', 'bar', 'shower', 'service', 'seat', 'bit', 'suite', 'sky', 'seat', 'view', 'cabin', 'situation']"
7578,7578,3.0,0.3349,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'proximity', 'bar', 'issue', 'benfit', 'downside', 'seat', 'window', 'view', 'suite', 'service']"
7579,7579,3.0,0.3025,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'other', 'mattress', 'seat', 'crease', 'bed', 'lounge', 'business', 'class', 'noise']"
7580,7580,3.0,0.3815,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['gangway', 'galley', 'person', 'seat', 'tv', 'screen', 'seat', 'leg', 'room', 'seat', 'night', 'flight']"
7581,7581,4.0,0.3838,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'plan', 'seat', 'seat', 'case', 'seat', 'row', 'seat']"
7582,7582,3.0,0.3139,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['economy', 'seat', 'window', 'wing', 'camera', 'departure', 'gate', 'arrival', 'gate', 'amazing', 'economy', 'section', 'hour', 'business', 'class', 'flier', 'aircraft', 'airline', 'service', 'equipment', 'economy', 'experience']"
7583,7583,4.0,0.3423,"row, leg, room, window, plane, space, exit, side, front, door","['business', 'class', 'seat', 'privacy', 'window', 'seat', 'wing']"
7584,7584,3.0,0.428,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'weight', 'person', 'toilet', 'bar', 'area', 'pod', 'business', 'class']"
7585,7585,4.0,0.3247,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'leg', 'room', 'price', 'airline', 'number', 'seat', 'economy']"
7586,7586,1.0,0.2682,"class, business, service, airline, food, seating, bed, experience, year, trip","['suite', 'flight', 'hospitality', 'experience', 'life', 'time']"
7587,7587,3.0,0.3815,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['upper_deck', 'economy', 'class', 'fact', 'section', 'door', 'seat', 'map', 'show']"
7588,7588,3.0,0.3595,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['lot', 'money', 'seat', 'child', 'front', 'flight', 'seating', 'storage', 'window', 'seat', 'time', 'row', 'front', 'row', 'people', 'baby', 'bassinet', 'baby', 'air', 'cot', 'proximity', 'toilet', 'bit', 'pain', 'leg', 'foot', 'passenger', 'staff', 'toilet']"
7589,7589,4.0,0.3047,"row, leg, room, window, plane, space, exit, side, front, door","['level', 'economy', 'couple', 'space']"
7590,7590,4.0,0.3598,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'class', 'layout', 'whole', 'economy', 'exit', 'row', 'seat', 'emergency', 'exit', 'slide', 'stick', 'leg', 'space', 'room', 'traveller', 'galley', 'steward', 'economy', 'seat', 'class', 'emirate']"
7591,7591,3.0,0.3827,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'thing', 'comment', 'seat', 'upper_deck', 'storage', 'seat', 'window', 'flight', 'reason', 'point', 'exit', 'door', 'upper_deck', 'row', 'economy', 'business', 'class', 'chart', 'door', 'flight', 'economy', 'passenger', 'business', 'passenger']"
7592,7592,1.0,0.2611,"class, business, service, airline, food, seating, bed, experience, year, trip","['class', 'version', 'emirate', 'business', 'class', 'economy', 'class', 'passenger', 'premium', 'wait', 'minute', 'people', 'plane', 'sense', 'class', 'version', 'business']"
7593,7593,4.0,0.3546,"row, leg, room, window, plane, space, exit, side, front, door","['family', 'child', 'baby', 'row', 'avoid', 'row', 'want', 'trip', 'crying_babie', 'emirate', 'family', 'row', 'homepage']"
7594,7594,4.0,0.4218,"row, leg, room, window, plane, space, exit, side, front, door","['leg', 'room', 'toilet', 'people', 'space', 'room', 'basinett', 'wall', 'storage', 'compartment', 'window', 'seat', 'window']"
7595,7595,3.0,0.2667,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'class', 'configuration', 'economy', 'ice', 'service', 'flight']"
7596,7596,4.0,0.3704,"row, leg, room, window, plane, space, exit, side, front, door","['bassinet', 'table', 'space', 'exit', 'staff', 'mattress', 'chatter', 'night', 'leg', 'room']"
7597,7597,4.0,0.3838,"row, leg, room, window, plane, space, exit, side, front, door","['window', 'infant', 'area', 'silence']"
7598,7598,3.0,0.393,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['class', 'economy', 'configuration', 'room', 'window', 'seat', 'storage', 'container', 'window', 'room', 'foot', 'pocket', 'service', 'bathroom', 'entertainment', 'system', 'food']"
7599,7599,3.0,0.3347,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['configuration', 'upper_deck', 'winner', 'flight', 'economy', 'section', 'aircraft', 'seat', 'front', 'cabinet', 'seat', 'flight', 'stuff', 'class']"
7600,7600,4.0,0.4655,"row, leg, room, window, plane, space, exit, side, front, door","['lower_deck', 'body', 'curve', 'window', 'seat', 'cm', 'shoulder', 'room', 'seat', 'flight', 'screen', 'power', 'usb_charging', 'facility', 'seat', 'foot', 'space', 'seat', 'front']"
7601,7601,3.0,0.4393,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'posture', 'basinet', 'leg', 'light', 'noise', 'galley', 'comfort', 'trade', 'foot', 'people', 'area', 'flight', 'crew', 'cart', 'front']"
7602,7602,4.0,0.2694,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'flight', 'plan', 'emirate', 'class', 'exit', 'seat', 'effect', 'recline', 'seat', 'engine', 'flight', 'economy']"
7603,7603,4.0,0.3209,"row, leg, room, window, plane, space, exit, side, front, door",['seat']
7604,7604,3.0,0.3347,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['window', 'seat', 'aisle', 'passenger', 'loo', 'year', 'addition', 'sort', 'pit', 'comfort', 'option', 'seat', 'business', 'offering']"
7605,7605,4.0,0.2794,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'seat', 'hour', 'flight']"
7606,7606,4.0,0.316,"row, leg, room, window, plane, space, exit, side, front, door","['time', 'flight', 'month', 'body', 'type', 'cm', 'feedback', 'change', 'exit', 'row', 'commentary', 'proximity', 'lavatory', 'galley', 'amount', 'location', 'space', 'leg', 'flight', 'night', 'decision', 'flight', 'thank', 'pill', 'leg', 'exit', 'row', 'boing', 'plane', 'emirate', 'seat', 'engine', 'noise_cancelling', 'headphone', 'exit', 'row', 'seat', 'one', 'bit', 'compression', 'side', 'tv', 'taxi', 'landing', 'time', 'chat', 'cabin', 'crew', 'exit', 'row', 'seat', 'aisle', 'people', 'tv', 'time', 'highly_recommend', 'food', 'airport', 'time', 'food', 'flight', 'case', 'flight', 'storage', 'cabin', 'luggage', 'cabin', 'luggage', 'flight', 'row', 'crew', 'row', 'access', 'row', 'salmon', 'river', 'company', 'flight', 'body', 'pill', 'hydration', 'work', 'flight', 'week', 'time', 'difference']"
7607,7607,4.0,0.2814,"row, leg, room, window, plane, space, exit, side, front, door","['business', 'class', 'seat', 'bit', 'legroom', 'tv', 'armrest', 'seat', 'experience', 'hr', 'flight']"
7608,7608,4.0,0.3423,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'pair', 'room', 'aisle', 'side', 'toilet']"
7609,7609,4.0,0.344,"row, leg, room, window, plane, space, exit, side, front, door","['engine', 'noise', 'seat']"
7610,7610,3.0,0.3756,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['noise', 'plane', 'fact', 'pair', 'seat', 'travel', 'partner', 'aisle', 'area', 'space', 'overhead', 'compartment']"
7611,7611,4.0,0.2987,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'seat', 'good']"
7612,7612,4.0,0.3619,"row, leg, room, window, plane, space, exit, side, front, door","['aircraft', 'seat', 'leg', 'room', 'aircraft']"
7613,7613,3.0,0.3758,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'foot', 'space', 'entertainment']"
7614,7614,3.0,0.3454,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'space', 'window', 'seat', 'negative', 'seat', 'fact', 'toilet', 'food', 'drink']"
7615,7615,4.0,0.3838,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'bathroom', 'exit', 'plane']"
7616,7616,3.0,0.3352,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['bulkhead', 'seat', 'people', 'seat', 'stretch', 'leg', 'curtain']"
7617,7617,4.0,0.2987,"row, leg, room, window, plane, space, exit, side, front, door","['configuration', 'seat']"
7618,7618,4.0,0.4065,"row, leg, room, window, plane, space, exit, side, front, door","['sleep', 'window', 'seat', 'view', 'window', 'book', 'aircraft', 'wing']"
7619,7619,4.0,0.3971,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'arm_rest', 'seat', 'width', 'space', 'armrest', 'tray_table', 'armrest', 'seat', 'front', 'space', 'armrest', 'function']"
7620,7620,3.0,0.3756,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'privacy', 'seat', 'side', 'trick', 'angle', 'bed', 'pillow', 'bottom', 'footrest', 'blanket', 'bed', 'position', 'bed', 'degree_angle', 'seat']"
7621,7621,4.0,0.4086,"row, leg, room, window, plane, space, exit, side, front, door","['leg', 'room']"
7622,7622,3.0,0.4001,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'armrest', 'armrest']"
7623,7623,4.0,0.3274,"row, leg, room, window, plane, space, exit, side, front, door","['review', 'seat', 'aisle', 'seat', 'seat', 'twin', 'row', 'seat', 'room', 'seat', 'ton', 'space', 'foot', 'plane', 'armrest', 'tray_table', 'armrest', 'tray_table', 'one', 'seat', 'book', 'seat', 'flight']"
7624,7624,4.0,0.419,"row, leg, room, window, plane, space, exit, side, front, door","['equipment', 'seat', 'front', 'leg', 'movement']"
7625,7625,3.0,0.3543,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['people', 'design', 'window', 'arm']"
7626,7626,3.0,0.2756,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'exit', 'trade', 'cold', 'blanket', 'seat', 'cushioning', 'sleep', 'abreast', 'economy', 'choice', 'emirate', 'seating', 'airline']"
7627,7627,4.0,0.2882,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'issue', 'space', 'flight', 'service', 'flight', 'seat']"
7628,7628,4.0,0.4274,"row, leg, room, window, plane, space, exit, side, front, door","['box', 'seat', 'front', 'space', 'store', 'bag', 'foot']"
7629,7629,4.0,0.4505,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'storage', 'leg', 'seat', 'leg', 'bag', 'space']"
7630,7630,3.0,0.4201,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['leg', 'room', 'space', 'front', 'foot', 'entertainment', 'ice', 'tv', 'landing', 'access', 'seat', 'pocket', 'air', 'hostess', 'blanket', 'pillow', 'seat', 'economy']"
7631,7631,3.0,0.3587,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'armrest']"
7632,7632,4.0,0.3275,"row, leg, room, window, plane, space, exit, side, front, door","['frame', 'door', 'thigh', 'stretch', 'leg', 'end', 'leg', 'seat', 'emirate', 'padding', 'door', 'frame', 'life', 'seat', 'space', 'people', 'toilet']"
7633,7633,4.0,0.312,"row, leg, room, window, plane, space, exit, side, front, door","['business', 'plane', 'leg', 'bell', 'whistle', 'airline', 'leg', 'seat', 'kid', 'staff', 'meal', 'internet', 'flight']"
7634,7634,4.0,0.2794,"row, leg, room, window, plane, space, exit, side, front, door","['business', 'class']"
7635,7635,4.0,0.3423,"row, leg, room, window, plane, space, exit, side, front, door","['outlet', 'outlet', 'seat', 'computer', 'hour', 'flight']"
7636,7636,3.0,0.3472,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['business', 'class', 'row', 'foot', 'traffic', 'noise', 'galley', 'issue', 'ear_plug', 'note', 'row', 'ff', 'request', 'seat', 'airport']"
7637,7637,4.0,0.3838,"row, leg, room, window, plane, space, exit, side, front, door","['window', 'window', 'seat', 'economy']"
7638,7638,3.0,0.3815,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['way', 'seat', 'elbow', 'knee', 'cart', 'shoulder', 'people', 'seat', 'cost', 'recline']"
