,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
1584,1584,1.0,0.3065,"class, business, service, airline, food, seating, bed, experience, year, trip","['time', 'sz', 'tpe', 'wux', 'business', 'class', 'seat', 'money', 'meal', 'iphone', 'flight', 'listen', 'music', 'phone', 'flight', 'airplane', 'mode', 'process', 'business', 'class', 'people', 'economy', 'business', 'passenger', 'belonging']"
1585,1585,2.0,0.2998,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['airport', 'flight', 'move', 'seat', 'person', 'seat', 'recline', 'food', 'noodle', 'ground', 'pork', 'sauce', 'flight', 'time', 'flight', 'attendant', 'food', 'airline']"
1586,1586,1.0,0.4002,"class, business, service, airline, food, seating, bed, experience, year, trip","['class', 'check', 'check', 'staff', 'business', 'class', 'aisle', 'age', 'security', 'business', 'class', 'lounge', 'drink', 'computer', 'terminal', 'newspaper', 'plane', 'seating', 'business', 'class', 'row', 'seat', 'aisle', 'food', 'flight', 'attendant', 'service', 'flight', 'announcement', 'flight', 'crew', 'cabin', 'staff']"
1587,1587,3.0,0.3349,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['perspective', 'service', 'crew', 'member', 'passenger', 'yuan', 'hour', 'baggage', 'storage', 'price', 'memory']"
1588,1588,1.0,0.3377,"class, business, service, airline, food, seating, bed, experience, year, trip","['passport', 'update', 'passport', 'info', 'airline', 'update', 'passport', 'information', 'way', 'update', 'passport', 'ticket', 'charge', 'policy', 'people', 'stay_away', 'airline']"
1589,1589,3.0,0.3349,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['perspective', 'service', 'crew', 'member', 'passenger', 'yuan', 'hour', 'baggage', 'storage', 'price', 'memory']"
1590,1590,1.0,0.3377,"class, business, service, airline, food, seating, bed, experience, year, trip","['passport', 'update', 'passport', 'info', 'airline', 'update', 'passport', 'information', 'way', 'update', 'passport', 'ticket', 'charge', 'policy', 'people', 'stay_away', 'airline']"
1591,1591,1.0,0.3798,"class, business, service, airline, food, seating, bed, experience, year, trip","['plane', 'staff', 'service', 'food', 'style', 'seat', 'bathroom', 'flight', 'time', 'business', 'class', 'lounge', 'use', 'lounge', 'aspect', 'flight', 'value', 'service', 'airline']"
1592,1592,4.0,0.2625,"row, leg, room, window, plane, space, exit, side, front, door","['staff', 'cigarette', 'smoke', 'staff', 'tarmac', 'incidence', 'flight']"
1593,1593,1.0,0.273,"class, business, service, airline, food, seating, bed, experience, year, trip","['airline', 'disappointment', 'airline', 'seating', 'way', 'look', 'seat', 'pocket', 'flight', 'food', 'flight', 'occasion', 'silk', 'air']"
1594,1594,1.0,0.273,"class, business, service, airline, food, seating, bed, experience, year, trip","['airline', 'disappointment', 'airline', 'seating', 'way', 'look', 'seat', 'pocket', 'flight', 'food', 'flight', 'occasion', 'silk', 'air']"
1595,1595,1.0,0.4427,"class, business, service, airline, food, seating, bed, experience, year, trip","['time', 'restriction', 'requirement', 'airline', 'choice', 'flight', 'sa', 'haul', 'discomfort', 'trip', 'routing', 'business', 'class', 'time', 'route', 'communication', 'year', 'frustration', 'person', 'mile', 'award', 'ticket', 'business', 'class', 'year', 'ticket', 'mileage', 'plane', 'hour', 'night', 'lounge', 'transit', 'zombie', 'shower', 'design', 'business', 'class', 'lack', 'comfort', 'seating', 'privacy', 'bed', 'mortal', 'button', 'construction', 'attendant', 'bed', 'mattress', 'length', 'layout', 'bed', 'seat', 'bed', 'button', 'time', 'decade', 'airline', 'route', 'air', 'airline', 'mark', 'agenda', 'extend', 'reach', 'carrier', 'haul', 'month', 'sa', 'qualm', 'phase', 'pandemic', 'mask', 'service', 'perk', 'hand', 'hour', 'counting', 'grief', 'return', 'ticket', 'route', 'month', 'strength', 'choice']"
1596,1596,1.0,0.3984,"class, business, service, airline, food, seating, bed, experience, year, trip","['seat', 'business', 'class', 'seat', 'service', 'board', 'snack', 'fee', 'euro', 'coffee', 'fly']"
1597,1597,4.0,0.3262,"row, leg, room, window, plane, space, exit, side, front, door","['frill', 'airline', 'buy', 'refreshment', 'drink', 'sandwich', 'staff', 'fly', 'exit', 'seat', 'leg', 'room']"
1598,1598,1.0,0.3984,"class, business, service, airline, food, seating, bed, experience, year, trip","['seat', 'business', 'class', 'seat', 'service', 'board', 'snack', 'fee', 'euro', 'coffee', 'fly']"
1599,1599,4.0,0.3262,"row, leg, room, window, plane, space, exit, side, front, door","['frill', 'airline', 'buy', 'refreshment', 'drink', 'sandwich', 'staff', 'fly', 'exit', 'seat', 'leg', 'room']"
1600,1600,3.0,0.3352,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['time', 'issue', 'flight', 'airline', 'issue']"
1601,1601,4.0,0.376,"row, leg, room, window, plane, space, exit, side, front, door","['economy', 'exit', 'row', 'legroom', 'flight', 'airline']"
1602,1602,1.0,0.3653,"class, business, service, airline, food, seating, bed, experience, year, trip","['class', 'upgrade', 'boarding', 'pass', 'comment', 'value', 'money', 'ticket', 'class', 'food', 'purchase', 'flight', 'pm', 'hour', 'layover', 'seat', 'legroom', 'i', 'class', 'ticket', 'lack', 'food', 'flight']"
1603,1603,3.0,0.3642,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['flight', 'experience', 'year', 'maintenance', 'cabin', 'area', 'sitting', 'row', 'switch', 'light', 'row', 'light', 'row', 'entertainment', 'system', 'leg', 'seat', 'airport', 'building', 'state', 'reflection', 'rest', 'continent', 'ground', 'staff', 'boarding', 'procedure', 'chaos', 'taag']"
1604,1604,4.0,0.2824,"row, leg, room, window, plane, space, exit, side, front, door","['initial', 'review', 'fly', 'airline', 'week', 'flight', 'report', 'review', 'fear', 'leg', 'leg', 'room', 'space', 'flight', 'attendant', 'toilet', 'food', 'pilot', 'take_off', 'landing']"
1605,1605,3.0,0.3642,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['flight', 'experience', 'year', 'maintenance', 'cabin', 'area', 'sitting', 'row', 'switch', 'light', 'row', 'light', 'row', 'entertainment', 'system', 'leg', 'seat', 'airport', 'building', 'state', 'reflection', 'rest', 'continent', 'ground', 'staff', 'boarding', 'procedure', 'chaos', 'taag']"
1606,1606,4.0,0.2824,"row, leg, room, window, plane, space, exit, side, front, door","['initial', 'review', 'fly', 'airline', 'week', 'flight', 'report', 'review', 'fear', 'leg', 'leg', 'room', 'space', 'flight', 'attendant', 'toilet', 'food', 'pilot', 'take_off', 'landing']"
1607,1607,3.0,0.3941,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'buisness', 'class', 'flight', 'seat', 'seat', 'footrail', 'position', 'thing', 'staff', 'issue', 'seat', 'business', 'class', 'seat', 'seat', 'attempt', 'seat', 'tv', 'working', 'magazine', 'month', 'state', 'seat', 'magazine', 'magazine', 'lounge', 'dialogue', 'buisness', 'class', 'passenger', 'issue', 'frequent_traveler', 'trip', 'pity', 'maintenance', 'plane']"
1608,1608,1.0,0.4249,"class, business, service, airline, food, seating, bed, experience, year, trip","['seat', 'seat', 'issue', 'staff', 'seat', 'business', 'class', 'staff', 'request', 'solution', 'business', 'class', 'family', 'passenger', 'business', 'class', 'holiday', 'understatement', 'class', 'offer', 'frequent_traveler', 'trip', 'night', 'apology']"
1609,1609,3.0,0.3954,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['time', 'taag', 'seat', 'airport', 'seat', 'board', 'seat', 'seat', 'entertainment', 'screen', 'cable', 'space', 'tv', 'screen', 'air', 'hostess', 'hostess', 'talk', 'room', 'economy', 'air', 'hostess', 'entertainment', 'screen', 'flight', 'staff', 'seat', 'problem', 'air', 'hostess', 'complaint', 'book', 'pen', 'name', 'economy', 'section', 'problem', 'heat', 'discomfort']"
1610,1610,3.0,0.3025,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['flying', 'stewardess', 'fact', 'passenger', 'change', 'flight', 'plan']"
1611,1611,3.0,0.3025,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['flying', 'stewardess', 'fact', 'passenger', 'change', 'flight', 'plan']"
1612,1612,2.0,0.3086,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['round_trip', 'change', 'plane', 'flight', 'time', 'flight', 'attendant', 'food', 'airline']"
1613,1613,2.0,0.3696,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['taca', 'flight', 'transit', 'weather', 'passenger', 'hotel', 'sleep', 'passport', 'flight', 'flight']"
1614,1614,2.0,0.3978,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['flight', 'connection', 'luggage', 'destination', 'luggage', 'day', 'vacation', 'home', 'luggage']"
1615,1615,1.0,0.3541,"class, business, service, airline, food, seating, bed, experience, year, trip","['leg', 'experience', 'carrier', 'flight', 'vvi', 'destination', 'schedule', 'route', 'plane', 'row', 'business', 'class', 'leg', 'room', 'crew', 'member', 'ground', 'service', 'queue', 'process', 'price', 'usd', 'option', 'destination', 'food', 'flight', 'hour']"
1616,1616,1.0,0.39,"class, business, service, airline, food, seating, bed, experience, year, trip","['business', 'class', 'tarmac', 'bus', 'woman', 'child', 'hand_luggage', 'morning', 'flight', 'lavatory', 'business', 'class', 'order', 'flight', 'occupancy', 'flight', 'side', 'place', 'glass', 'juice', 'floor', 'area', 'observation', 'plane', 'flight', 'maintenance', 'lead', 'inconvenience', 'business', 'class', 'customer', 'episode', 'business', 'class', 'board', 'service', 'standard']"
1617,1617,3.0,0.4473,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['class', 'seat', 'seat', 'entertainment', 'inch', 'newness', 'fas', 'necessaire', 'pillow', 'blanket', 'segment', 'bar', 'lim', 'lounge', 'line', 'biz', 'priority', 'priority', 'baggage', 'carousel', 'end', 'segment']"
1618,1618,4.0,0.2875,"row, leg, room, window, plane, space, exit, side, front, door","['flight', 'time', 'flight', 'time', 'plane', 'seat', 'economy', 'flight', 'seat', 'support', 'distance', 'travel', 'leg', 'room']"
1619,1619,1.0,0.3168,"class, business, service, airline, food, seating, bed, experience, year, trip","['wife', 'leg', 'crew', 'flight', 'time', 'plane', 'business', 'class', 'food', 'beginning', 'trip', 'airline', 'taca']"
1620,1620,2.0,0.3388,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['leg', 'trip', 'flight', 'flight', 'time', 'hour', 'flight', 'hondura']"
1621,1621,3.0,0.3608,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['flight', 'ticket', 'screen', 'entertainment', 'movie', 'book', 'shoulder', 'food', 'pillow', 'blanket', 'leg', 'room']"
1622,1622,4.0,0.2475,"row, leg, room, window, plane, space, exit, side, front, door","['breeze', 'flight', 'time', 'service', 'excellent', 'airline']"
1623,1623,4.0,0.2475,"row, leg, room, window, plane, space, exit, side, front, door","['minute', 'flight', 'queue', 'price']"
1624,1624,4.0,0.541,"row, leg, room, window, plane, space, exit, side, front, door","['plane', 'pitch', 'seat', 'emergency', 'row', 'leg', 'row', 'first', 'row', 'coach', 'return', 'leg', 'leg', 'room']"
1625,1625,2.0,0.3842,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['sao_paulo', 'explanation', 'flight', 'attendant', 'minimum', 'hour', 'night', 'airplane', 'hour', 'hotel', 'room', 'replacement', 'flight', 'explanation', 'smile', 'glass', 'water', 'hope', 'replacement', 'flight', 'afternoon', 'work', 'tomorrow', 'concern', 'airline']"
1626,1626,3.0,0.3228,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['island', 'airline', 'support', 'view', 'reservation', 'way', 'seat', 'airport', 'seat', 'back', 'row', 'recline', 'passenger', 'front', 'situation', 'entirety', 'flight', 'room', 'flight']"
1627,1627,1.0,0.388,"class, business, service, airline, food, seating, bed, experience, year, trip","['flight', 'experience', 'premium', 'economy', 'industry', 'standard', 'premium', 'economy', 'area', 'row', 'business', 'class', 'overhead_bin', 'space', 'business', 'class', 'hand_luggage', 'seat', 'use', 'lavatory', 'row', 'business', 'lavatory', 'queue', 'staff', 'ability', 'solution', 'meal', 'water', 'hrs', 'flight', 'economy', 'water', 'lasagna', 'packaging', 'quality', 'taste', 'food', 'improvement', 'cabin', 'service', 'whenever_possible', 'tap', 'fly', 'midrange', 'plane', 'book', 'premium', 'economy', 'experience', 'way', 'economy', 'seat', 'toilet', 'use', 'overhead_bin', 'expense', 'premium', 'economy', 'guest', 'staff', 'focus', 'business', 'class', 'concept', 'seating', 'area', 'business']"
1628,1628,1.0,0.388,"class, business, service, airline, food, seating, bed, experience, year, trip","['flight', 'experience', 'premium', 'economy', 'industry', 'standard', 'premium', 'economy', 'area', 'row', 'business', 'class', 'overhead_bin', 'space', 'business', 'class', 'hand_luggage', 'seat', 'use', 'lavatory', 'row', 'business', 'lavatory', 'queue', 'staff', 'ability', 'solution', 'meal', 'water', 'hrs', 'flight', 'economy', 'water', 'lasagna', 'packaging', 'quality', 'taste', 'food', 'improvement', 'cabin', 'service', 'whenever_possible', 'tap', 'fly', 'midrange', 'plane', 'book', 'premium', 'economy', 'experience', 'way', 'economy', 'seat', 'toilet', 'use', 'overhead_bin', 'expense', 'premium', 'economy', 'guest', 'staff', 'focus', 'business', 'class', 'concept', 'seating', 'area', 'business']"
1629,1629,1.0,0.3242,"class, business, service, airline, food, seating, bed, experience, year, trip","['lot', 'pandemic', 'time', 'passenger', 'crew', 'well', 'airline', 'management', 'trip', 'tap', 'business', 'class', 'cabin', 'high_density', 'place', 'passenger', 'place', 'consequence', 'seat', 'place', 'leg', 'foot', 'seat', 'resonance', 'imaging', 'bed', 'profit', 'mistake', 'use', 'business', 'class', 'ticket', 'protection', 'business', 'class', 'toilet', 'crew', 'business', 'class', 'pax', 'share', 'toilet', 'pax', 'let', 'guess', 'hour', 'flight', 'crew', 'way', 'decision', 'covid', 'time', 'opinion', 'tap', 'time', 'product', 'business', 'class', 'year', 'customer']"
1630,1630,1.0,0.3782,"class, business, service, airline, food, seating, bed, experience, year, trip","['business', 'class', 'premium', 'economy', 'security', 'check', 'way', 'lounge', 'tap', 'passenger', 'priority', 'lane', 'boarding', 'check', 'lisbon', 'tap', 'lounge', 'service', 'vip', 'lounge', 'vintage', 'port', 'bar', 'line', 'business', 'class', 'seat', 'rank', 'sticker', 'business', 'class', 'passenger', 'crew', 'member', 'business', 'class', 'member', 'store', 'cabin', 'luggage', 'riot', 'boarding', 'purse', 'flight']"
1631,1631,2.0,0.2834,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['reason', 'fare', 'd', 'meal', 'baggage_allowance', 'fare', 'hour', 'flight', 'bukarest', 'water', 'price', 'air', 'bottom']"
1632,1632,1.0,0.3368,"class, business, service, airline, food, seating, bed, experience, year, trip","['customer', 'service', 'boyfriend', 'flight', 'tarom', 'round_trip', 'flight', 'buc', 'reschedule', 'tarom', 'day', 'email', 'medium', 'language', 'company', 'one', 'customer', 'service']"
1633,1633,2.0,0.2834,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['reason', 'fare', 'd', 'meal', 'baggage_allowance', 'fare', 'hour', 'flight', 'bukarest', 'water', 'price', 'air', 'bottom']"
1634,1634,1.0,0.3368,"class, business, service, airline, food, seating, bed, experience, year, trip","['customer', 'service', 'boyfriend', 'flight', 'tarom', 'round_trip', 'flight', 'buc', 'reschedule', 'tarom', 'day', 'email', 'medium', 'language', 'company', 'one', 'customer', 'service']"
1635,1635,1.0,0.3923,"class, business, service, airline, food, seating, bed, experience, year, trip","['offer', 'business', 'class', 'contract', 'lounge', 'munich', 'flight', 'time', 'crew', 'airplane', 'flight', 'time', 'seat', 'economy', 'class', 'seat', 'seat', 'food', 'seat', 'value', 'business', 'class', 'ticket']"
1636,1636,4.0,0.2475,"row, leg, room, window, plane, space, exit, side, front, door","['flight', 'staff', 'food', 'fare']"
1637,1637,3.0,0.3347,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'cm', 'sit', 'space', 'leg', 'neck', 'pain', 'airline', 'discomfort', 'pain', 'ergonomic', 'stay_away', 'company']"
1638,1638,4.0,0.2883,"row, leg, room, window, plane, space, exit, side, front, door","['baggage', 'steward', 'space', 'flight', 'tomato', 'juice', 'sandwich', 'seat']"
1639,1639,2.0,0.2996,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['seat', 'flight', 'stewardess', 'meal', 'approach']"
1640,1640,4.0,0.2945,"row, leg, room, window, plane, space, exit, side, front, door","['flight', 'leg', 'room', 'food', 'seat', 'thing', 'tv', 'wifi', 'airline']"
1641,1641,1.0,0.3039,"class, business, service, airline, food, seating, bed, experience, year, trip","['economy', 'class', 'check', 'staff', 'leg', 'row', 'seat', 'flight', 'muc', 'class', 'flight', 'seat', 'row', 'lounge', 'lounge', 'potato', 'chip', 'yoghurt', 'wifi', 'selection', 'booze', 'traveler', 'status', 'perk', 'luggage', 'rule', 'food', 'drink', 'booking', 'class', 'selection', 'drink', 'flight', 'sandwich', 'seat', 'condition', 'airplane', 'fact', 'muc', 'aircraft', 'airshow', 'overhead', 'monitor', 'movie', 'series', 'music', 'device', 'crew', 'flight']"
1642,1642,4.0,0.2584,"row, leg, room, window, plane, space, exit, side, front, door","['food', 'crew', 'time', 'arrival', 'orderd', 'menu', 'check', 'queue', 'tha', 'airport', 'counter', 'leg', 'room']"
1643,1643,2.0,0.3617,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['flight', 'time', 'meal', 'flight', 'entertainment', 'flight', 'staff', 'steward', 'coffee', 'flight', 'airplane', 'shape', 'flight', 'flight']"
1644,1644,1.0,0.3374,"class, business, service, airline, food, seating, bed, experience, year, trip","['business', 'class', 'check', 'drop', 'baggage', 'cabin', 'crew', 'business', 'class', 'seat', 'configuration', 'leg', 'room', 'monitor', 'passenger', 'information', 'flight', 'towel', 'food', 'service', 'board']"
1645,1645,3.0,0.4393,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['foot', 'book', 'exit', 'seat', 'cabin', 'crew', 'lavatory', 'recline', 'button', 'seat', 'traveler', 'passenger', 'leg', 'room']"
1646,1646,3.0,0.3352,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['airport', 'coffee', 'entrance', 'coffee', 'flight']"
1647,1647,3.0,0.2972,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['time', 'ticket', 'flight', 'reason']"
1648,1648,1.0,0.3704,"class, business, service, airline, food, seating, bed, experience, year, trip","['round_trip', 'trip', 'com', 'baggage', 'baggage', 'return', 'fight', 'demand', 'baht', 'euro', 'company']"
1649,1649,4.0,0.4065,"row, leg, room, window, plane, space, exit, side, front, door","['flight', 'bit', 'window', 'dirty', 'pleasure', 'travel', 'view', 'airplane', 'window', 'airway', 'cleaning']"
1650,1650,4.0,0.344,"row, leg, room, window, plane, space, exit, side, front, door","['fee', 'seat', 'crowd', 'row']"
1651,1651,4.0,0.4065,"row, leg, room, window, plane, space, exit, side, front, door","['flight', 'bit', 'window', 'dirty', 'pleasure', 'travel', 'view', 'airplane', 'window', 'airway', 'cleaning']"
1652,1652,4.0,0.344,"row, leg, room, window, plane, space, exit, side, front, door","['fee', 'seat', 'crowd', 'row']"
1653,1653,3.0,0.3544,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['regulation', 'prevention', 'covid', 'infection', 'door', 'passenger', 'handle', 'storage', 'locker']"
1654,1654,3.0,0.4001,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'seat', 'position', 'seat', 'pain']"
1655,1655,3.0,0.3152,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['kg', 'orchid', 'program', 'website', 'benefit']"
1656,1656,4.0,0.341,"row, leg, room, window, plane, space, exit, side, front, door","['thai_smile', 'choice', 'travel', 'plane', 'seat', 'leg', 'room', 'flight', 'attendant', 'landing']"
1657,1657,1.0,0.3985,"class, business, service, airline, food, seating, bed, experience, year, trip","['airline', 'service', 'price', 'economy', 'level', 'airline', 'price', 'citizen', 'discount', 'fare']"
1658,1658,4.0,0.3423,"row, leg, room, window, plane, space, exit, side, front, door","['staff', 'snack', 'cleanliness', 'service', 'seat', 'room', 'leg']"
1659,1659,1.0,0.265,"class, business, service, airline, food, seating, bed, experience, year, trip","['plane', 'tv', 'food', 'hour', 'travel', 'flight', 'attendant', 'price', 'travel']"
1660,1660,2.0,0.3242,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['flight', 'day', 'flight', 'chicken', 'curry', 'noodle', 'snack', 'flight', 'cabin', 'door', 'hand', 'sanitizer', 'dispenser', 'bag', 'arrival', 'thai_smile', 'airway']"
1661,1661,2.0,0.3087,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['value', 'price', 'kg', 'allowance', 'baggage', 'meal', 'flight', 'flight', 'time', 'day']"
1662,1662,4.0,0.312,"row, leg, room, window, plane, space, exit, side, front, door","['airline', 'leg', 'room', 'food', 'distance', 'flight', 'space', 'cabin', 'baggage', 'approach', 'staff']"
1663,1663,1.0,0.335,"class, business, service, airline, food, seating, bed, experience, year, trip","['fact', 'aircraft', 'widebodie', 'route', 'schedule', 'requirement', 'thai_smile', 'style', 'sign', 'check', 'star_alliance', 'gold', 'business', 'class', 'counter', 'row', 'lounge', 'flight', 'depart', 'reception', 'lounge', 'janitor', 'receptionist', 'gold', 'card', 'boarding', 'pass', 'note', 'elite', 'access', 'thai_smile', 'star_alliance', 'affiliate', 'member', 'board', 'aircraft', 'people', 'wheelchair', 'seat', 'flight', 'row', 'seat', 'haul', 'fleet', 'fact', 'fabric', 'leather', 'seat', 'service', 'flight', 'sandwich', 'meat', 'vegetable', 'veg', 'mayonnaise', 'lounge', 'passenger', 'flight', 'drink', 'cart', 'bottle', 'thing', 'thai_smile', 'packaging', 'food', 'flight', 'millennial', 'flight', 'attendant', 'career', 'airline', 'age', 'crew', 'company', 'thai_smile', 'pun', 'arrival', 'gate', 'air', 'stair', 'minute', 'bathroom', 'thai_smile', 'airline', 'route', 'network', 'airline', 'destination']"
1664,1664,1.0,0.3177,"class, business, service, airline, food, seating, bed, experience, year, trip","['time', 'thai_smile', 'product', 'premium', 'economy', 'product', 'row', 'seat', 'priority_boarding', 'kg', 'priority', 'baggage', 'lounge', 'access', 'possibility', 'reserve', 'seat', 'hour', 'flight', 'course', 'starter', 'desert', 'airline', 'biz', 'class', 'star_alliance', 'card', 'number', 'airline', 'mother']"
1665,1665,1.0,0.3852,"class, business, service, airline, food, seating, bed, experience, year, trip","['ticket', 'site', 'lounge', 'access', 'star_alliance', 'flight', 'lounge', 'gate', 'area', 'entrance', 'thai_smile', 'member', 'refusal', 'board', 'aircraft', 'bus', 'gate', 'minute', 'logo', 'side', 'plane', 'addition', 'name', 'thai_smile', 'reader', 'issue', 'plan', 'advantage', 'seat', 'flight', 'row', 'food', 'snack', 'course', 'route', 'ok', 'price', 'budget', 'airline', 'thai_smile', 'star_alliance', 'status', 'airline', 'choice', 'leisure', 'traveler', 'price', 'trip', 'cabin', 'service', 'flight', 'reason', 'business', 'traveler', 'situation']"
1666,1666,3.0,0.3041,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'premium', 'economy', 'class', 'luggage_allowance', 'air', 'thai_smile', 'kg', 'checking', 'time', 'payment', 'air', 'checking', 'air', 'cabin', 'crew', 'today', 'food', 'thai_smile', 'subsidiary', 'star_alliance', 'member', 'benefit', 'lounge', 'access']"
1667,1667,2.0,0.3261,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['business', 'return', 'flight', 'internet', 'check', 'expedite', 'process', 'luggage', 'instruction', 'emergency', 'exit', 'row', 'flight', 'fair', 'business', 'class', 'instruction', 'seat', 'seat', 'snack', 'good', 'choice', 'rest']"
1668,1668,3.0,0.3017,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['airline', 'aisle', 'body', 'jet', 'aircraft', 'couple', 'year', 'back', 'value', 'music', 'channel', 'phone', 'food', 'average', 'seat', 'recline', 'button', 'seat', 'bottom']"
1669,1669,1.0,0.3281,"class, business, service, airline, food, seating, bed, experience, year, trip","['class', 'flight', 'aircraft', 'access', 'lounge', 'surprise', 'lounge', 'access', 'class', 'passenger', 'disappointment', 'comfort', 'premium', 'class', 'flight', 'meal', 'flight', 'quality', 'return', 'service', 'smile', 'touch', 'flight', 'class', 'seat']"
1670,1670,3.0,0.3017,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['airline', 'aisle', 'body', 'jet', 'aircraft', 'couple', 'year', 'back', 'value', 'music', 'channel', 'phone', 'food', 'average', 'seat', 'recline', 'button', 'seat', 'bottom']"
1671,1671,1.0,0.3281,"class, business, service, airline, food, seating, bed, experience, year, trip","['class', 'flight', 'aircraft', 'access', 'lounge', 'surprise', 'lounge', 'access', 'class', 'passenger', 'disappointment', 'comfort', 'premium', 'class', 'flight', 'meal', 'flight', 'quality', 'return', 'service', 'smile', 'touch', 'flight', 'class', 'seat']"
1672,1672,3.0,0.3447,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['space', 'seat', 'aircraft', 'row', 'toilet', 'passenger', 'space', 'front', 'queue', 'toilet', 'stand', 'chat', 'fact', 'space', 'people', 'space', 'time', 'steward', 'stewardess', 'problem']"
1673,1673,1.0,0.3381,"class, business, service, airline, food, seating, bed, experience, year, trip","['kg', 'limit', 'case', 'kg', 'airline', 'shame', 'flying', 'kg', 'hold', 'case', 'kg', 'hand_luggage', 'allowance', 'notice', 'grade', 'kg']"
1674,1674,4.0,0.3525,"row, leg, room, window, plane, space, exit, side, front, door","['space', 'seat', 'row', 'exit', 'row', 'leg', 'room', 'flight', 'attendant', 'jump', 'seat', 'seat', 'width', 'bit', 'haul', 'flight', 'issue', 'draft', 'round', 'passenger', 'seat', 'drink', 'side', 'crew', 'update', 'arrival', 'route', 'information', 'flight', 'deck', 'flight', 'seat', 'side', 'padding', 'haul', 'flight', 'toilet']"
1675,1675,3.0,0.3447,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['premium', 'economy', 'menu', 'food', 'availability', 'premium', 'economy', 'way', 'economy', 'room', 'leg', 'room', 'husband', 'seat', 'people', 'exit', 'row', 'seat', 'seat', 'people', 'option', 'people', 'food']"
1676,1676,3.0,0.3256,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['week', 'holiday', 'wedding', 'seat', 'flight', 'headrest', 'steward', 'fix', 'hrs', 'head', 'seat', 'gesture', 'return', 'flight', 'seat', 'headrest', 'day', 'repair', 'headrest', 'night', 'flight', 'headrest', 'return', 'form', 'compensation', 'hr', 'flight', 'customer', 'thomson', 'seat', 'part', 'safety', 'aircraft']"
1677,1677,2.0,0.3048,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['staff', 'amount', 'hour', 'flight', 'aircraft', 'flight']"
1678,1678,2.0,0.3157,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['queue', 'hour', 'half', 'passport_control', 'drop', 'plane', 'leg', 'room', 'food', 'ice', 'cube', 'joke', 'airline', 'people', 'flight', 'hour', 'long_haul', 'flight', 'return', 'flight']"
1679,1679,4.0,0.2945,"row, leg, room, window, plane, space, exit, side, front, door","['husband', 'crew', 'paramedic', 'steward', 'son', 'terminal', 'case', 'passport', 'thank']"
